scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene_wheel,10.0,3,-5.470351237766176,FALSE,8.24,0.067,25.0,0.0000,0.0000,-0.0412
scene_wheel,10.0,4,8.760999046046189,FALSE,8.76,0.347,13.2,0.0000,0.0000,-0.0438
scene_wheel,10.0,5,0.7564787264893944,FALSE,10.94,0.153,11.7,0.0000,0.0000,-0.0547
scene_wheel,10.0,6,6.147071135917549,FALSE,7.00,0.036,2.0,0.0000,0.0000,-0.0350
scene_wheel,10.0,7,-6.461589185787197,FALSE,16.38,0.132,7.5,0.0000,0.0000,-0.0819
scene_wheel,10.0,8,-2.215316015709696,FALSE,9.65,0.593,31.0,0.0000,0.0000,-0.0483
scene_wheel,10.0,9,6.540718852083838,FALSE,6.79,0.179,0.6,0.0000,0.0000,-0.0339
scene_wheel,10.0,10,4.882121988217438,FALSE,9.17,0.035,11.8,0.0000,0.0000,-0.0458
scene_wheel,10.0,11,3.2925722456988056,FALSE,9.43,0.211,14.4,0.0000,0.0000,-0.0472
scene_wheel,10.0,12,-8.773149887958256,FALSE,5.08,0.120,1.4,0.0000,0.0000,-0.0254
scene_wheel,10.0,13,-8.007907963374247,FALSE,9.27,0.177,25.0,0.0000,0.0000,-0.0464
scene_wheel,10.0,14,9.275603510474923,FALSE,6.91,0.422,2.1,0.0000,0.0000,-0.0345
scene_wheel,10.0,15,10.70943186638397,FALSE,10.43,0.429,9.7,0.0000,0.0000,-0.0522
scene_wheel,10.0,16,5.932869177597035,FALSE,7.09,0.057,1.4,0.0000,0.0000,-0.0355
scene_wheel,10.0,17,3.4220120238399145,FALSE,9.34,0.205,13.2,0.0000,0.0000,-0.0467
scene_wheel,10.0,18,-0.969323796096655,FALSE,0.12,0.098,7.7,0.0000,0.0000,-0.0006
scene_wheel,10.0,19,-0.06089661767172405,FALSE,-0.03,0.002,0.3,0.0000,0.0000,0.0002
scene_wheel,30.0,0,4.709892854278603,FALSE,2.51,0.010,0.2,0.0000,0.0000,-0.0126
